24.2,9.8,9.2,0.0,80,92,0
41.8,27.6,14.4,0.0,12,34,0
29.1,17.3,21.1,0.2,34,67,0
32.7,20.0,16.9,0.0,14,54,0
24.9,11.9,9.3,0.0,22,91,0
20.8,9.8,12.0,0.0,19,92,0
36.8,20.1,10.9,0.0,1,41,0
38.5,30.2,16.8,0.0,64,47,0
29.2,22.8,12.9,0.8,84,97,0
28.9,14.4,5.5,0.0,14,79,0
27.1,13.9,13.6,0.0,20,75,0
27.1,13.8,9.0,0.0,11,75,0
33.0,21.6,15.9,0.0,38,96,0
29.7,23.8,28.9,3.2,63,94,0
41.6,28.8,21.0,0.0,3,38,0
25.1,10.4,10.3,0.0,4,75,0
34.0,18.8,23.7,0.0,11,93,0
40.9,28.6,16.7,0.0,17,38,0
20.1,8.9,11.6,0.0,0,78,0
42.6,30.9,14.6,0.0,30,28,0
